,,S_ID,Sender,SMS,CLASS
Eminem,67,z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04,Jodie Jackson,"How is this the most watched Eminem video, it beats not afraid? ﻿",0
Eminem,68,LneaDw26bFt7AvG8x15igOZvrWApak5Zh5-PPag9YTs,themagicmangotree,Check out my channel for funny skits! Thanks!,1
Eminem,69,LneaDw26bFvYw369Q5okcXCmHP7yDxn75UhHEKdI8Kc,AllDailyVines,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1
Eminem,70,LneaDw26bFsR_suTFQXPd6_Nuv-oikecM7Vx539o-2k,Samantha Sawyer,please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like,1
Eminem,71,z124ipdjxtumszl0c23schdzqpb0xvczx04,Tajuanna Davis,Check out this video on YouTube:﻿,1
Eminem,72,LneaDw26bFscYlZhrdft-O6Q7koeIpT4s4zpkbDHxl4,FreshX,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",1
Eminem,73,LneaDw26bFsrleSoC9hVAdk8QmJCwfmQ1BuBDhQBQ6E,Wild 'N' Out,CHECK OUT Eminem - Rap God LYRIC VIDEO,1
Eminem,74,z13durcjdm23ifwo204cfxhzawawsrmps24,Alura Patterson,Love this song﻿,0
Eminem,75,z12ied2xrpvuyrhkw224hxphqrzeev5s2,Cristian Sepulveda,"Rihana, Love Me. :(﻿",0
Eminem,76,LneaDw26bFuUatkiFUWLUY4JNw8D3HREKe8cD134B3U,Michael J. Cabose,like this comment then type 1337,1
Eminem,77,z12buhk4iou1g3jl322ts5mzltm4fdhpz04,RoyEpperson,Is that Charlie from lost?<br />﻿,0
Eminem,78,z13hcbfavrmgdz5df23nvnewnrbqj31vr,TheSkullcrusher73,who the fuck cheats on megan fox﻿,0
Eminem,79,z13ui5tzlzucinaab04chvzqps22cxhznxc0k,Sebastian Martinez,that is megan fox﻿,0
Eminem,80,z13ufngwhsmyedddo23yhp3hroypufsmz,Febe Gonzalez,I love music﻿,0
Eminem,81,LneaDw26bFv6O3PTavPjpuAqyBikCq_8e6hyf4UjzYU,Michael J. Cabose,like this comment then type 1337,1
Eminem,82,z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o,Laura Da Silva,❤❤❤❤❤❤❤﻿,0
Eminem,83,z13seb1gkmvqd1qne22ef3uihziwzlpqc04,Bayern Franken,"hot,hot﻿",0
Eminem,84,z134hfcw5v20ztroh04cjv4aezyaz5lq3zs0k,Tyler Gilman,Check out this video on YouTube:﻿,1
Eminem,85,LneaDw26bFuiuUSZ-vXu3wz5XEsS6fhI7SHFsSXLcdo,ViperFoe,"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",1
Eminem,86,z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k,Jimmy Hopkins,this fucking song like a&#39;n oreo the only white part is the good 1﻿,0
Eminem,87,z12oyrwohnngydher22nvh2qqvmtcvqo004,Dale Sullivan,"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",0
Eminem,88,LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64,volleyballspikerable,"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",1
Eminem,89,LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0,DanteBTV,Check Out The New Hot Video By Dante B Called Riled Up,1
Eminem,90,LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA,DanteBTV,Check Out The New Hot Video By Dante B Called Riled Up,1
Eminem,91,z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k,Ali Baza,"Still listening,still same pleasure﻿",0
Eminem,92,LneaDw26bFuYQhgPVcKoJxOS7aSiV7l-Ce25QwQEabw,Josephine Monti,▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,1
Eminem,93,z12ey1yzeo3quba4j04cfri44zazflihkes,Aurora Calvanelli,I love you!❤✨﻿,0
Eminem,94,z13qjrqjnqbcvnpeg23lubsaezyzx1wti,LXZNY,2010? The time past so fast ..﻿,0
Eminem,95,LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8,Dakoda Bigelow,"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",1
Eminem,96,z13ddxrp0kv1gb13u22xudej0xrfwjk1f,ankan412,#2015 FUCK YEAH﻿,0
Eminem,97,z134d5u5gkeeudxkj234wpgbxxezi1eb104,UserGamer51 _,eminem is a ginius stop!﻿,0
Eminem,98,z13sgp25fzybg11lc23bhncaipqvgz14q04,Fill Reseni,The rap: cool     Rihanna: STTUUPID﻿,0
Eminem,99,z12pxz2gvtrzfntqz04chluidzjvtr0yf04,Amer Amer,Just gonna stand there and hear me cry ..﻿,0
Eminem,100,z12ndfzrsunjyji1522exnrwcl3rt11eh,AliBerk Özer,Love﻿,0
Eminem,101,z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k,King Kunta,Feels and emotions in this song...God damn﻿,0
Eminem,102,LneaDw26bFt04z-5gd60QQsZAfjRxMsf7yqOomgDuvg,Joden Brett,all u should go check out j rants vi about eminem,1
Eminem,103,z13gi54oqrf2hlkxg04cedchhrnjy13oj4s,GB REEFAT,MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,0
Eminem,104,z13suzmh3uztgzwpo04cczvhfqfyifcawws0k,char mcleod,"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",1
Eminem,105,LneaDw26bFsatnacZXb_S1v2dOV0EyaNuykTxwkPmWg,101Tele,"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1
Eminem,106,z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k,leslie mendoza,best song﻿,0
Eminem,107,LneaDw26bFtwg5A1ijrcWVqI_5EptEDoyiygIJl5Xp4,real money, subscribe to my feed,1
Eminem,108,LneaDw26bFtiRx1bZC7n8eZ5ZsRoXrrrfdVu_92PJd4,SlimShadyPG,"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",1
Eminem,109,LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk,MegaEvilMonkee,Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :),1
Eminem,110,LneaDw26bFs8EyO6vOIKjYpRt-sa-JxqbsTjjcbiPaQ,Adela Korman,  Check out my SEXY VIDEO :*,1
Eminem,111,LneaDw26bFuLqTvlvHELy-tdwJHJYoSpv3zRbTj-5SQ,Adela Korman,  Check out my SEXY VIDEO :*,1
Eminem,112,z13acfnbooefdzs4b04chtqjgyu0g5qqmgg,Sean Gormaly,Is that Charlie from lost?﻿,0
Eminem,113,z13sy3uphtayfrujz04citigxpnfj5c4gk00k,DrAxel81,Anyone else notice that Megan Fox is in this video?﻿,0
Eminem,114,LneaDw26bFu5aHCxlCYOFf1hW49mEQ4diJ3yjwxuW3U,Chuck Norris,Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!,1
Eminem,115,LneaDw26bFv9-vkMJy7kInsCbJzQ8qlJ8oUz9N7WfFQ,DanteBTV,Check Out The New Hot Video By Dante B Called Riled Up,1
Eminem,116,LneaDw26bFsJd_Nwz5Hi7qWxPhPBjDRYOlUjtLgDwsk,DanteBTV,Check Out The New Hot Video By Dante B Called Riled Up,1
Eminem,117,LneaDw26bFvAsBvYZLuVc3cJCI65rJQ9A-wZAcukfp0,101Tele,"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1
Eminem,118,LneaDw26bFupwvoW3Go_MqiZr35wklInwfOlKebxCYE,Anon,"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.",1
Eminem,119,LneaDw26bFvnMp5q__XiHBvyky8sw2uF9b-ZfDZi2to,WeTheDopeSquad,WATCH MY VIDEOS AND SUBSCRIBE,1
Eminem,120,LneaDw26bFvxF3dtP-JPmr1RRfbcmnhR8cXBDGWcO2M,AllDailyVines,:D subscribe to me for daily vines,1
Eminem,121,z12svjz4pt3sxvser22cgdsbnyfwtn55l04,Emma Fedorova,LOVE IT!!!!!!!﻿,0
Eminem,122,LneaDw26bFtwtT8_LopWaaxY8Oyx9gsb7cJXYi2g9_E,Brandtastic 1080,Hay dakota u earned a subscribee,1
Eminem,123,LneaDw26bFs87f8zCtdgtSzADarWSHU_uPcclXWKxms,Andrew Guasch,"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.",1
Eminem,124,LneaDw26bFt2UN5Rat9A-sFv7kHQK3u5BwCCi0L8W1s,DanteBTV,Check Out The New Hot Video By Dante B Called Riled Up,1
Eminem,125,z13zzjea3lrdfpk3323gttf4qtvwdbuhh04,Zach Myers,I hate rap and I like this song﻿,0
Eminem,126,z13czbe5wuelthefr22uit3o4m32v3f4q04,Chris Edgar,Love the way you lie - Driveshaft﻿,0
Eminem,127,z13pevnyjqyyi1o0a23wtbkiukzfcbz3j,Jakab Norbert,2010:(﻿,0
Eminem,128,z13xg5zjtp3sfxm4a04cf1bolmzvu154bto0k,Marsonal Carrey,"1,000,000 VIEWS NEAR﻿",0
Eminem,129,LneaDw26bFs2gfQVXn0iARlUHD77c23Quer_0vQFKR4,Jacob Johnson,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",1
Eminem,130,z124ixlgtxrxeliqw04ccr5auumhzbezcbo,Sean Messi Y.,this song is NICE﻿,0
Eminem,131,LneaDw26bFvEU1KP4pLe6ZX7ShycVVArHO-hQyOPKYI,Laura Brown,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",1
Eminem,132,z12vilga4u3yjpvse23pst05vsy0xtikh,acgillespie,Sick Music for sick females﻿,0
Eminem,133,LneaDw26bFugQanw0UtVOqzEgWt6mBD0k6SsEV7u968,Jacob Johnson,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",1
Eminem,134,z13gy34yyoexwhe2k23bwbb45pmoynthn04,Sylvie Clinkemaillie,LOVE TROP FORT VOTRE  clip﻿,0
Eminem,135,LneaDw26bFvpsz7rRi--uuuhcXD8DdMabES0ZpcLQlQ,Jacob Johnson,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",1
Eminem,136,LneaDw26bFsyF8tOZ0xw7y8WVG6yqAbDgX-tObOFJHo,Laura Brown,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble",1
Eminem,137,z12wxljzemu3y5op504chzxqwkqkezor5nw0k,Maeva Bahlouli,Eminem et Rihana trop belle chanson﻿,0
Eminem,138,z12ts5g4zmekx3jxu04ce5wbesfkx1lrhxo0k,awsome6948,this song is better then monster by eminem﻿,0
Eminem,139,z13hdld4pqabztczx04cgvka1wnvtlxaxqk0k,호성나,He is good boy!!!<br />I am krean I like to eminem~!~﻿,0
Eminem,140,z12rfprhgnipxnlhy04cifqgxkjaydsw0b4,This Hans,it is wonderful﻿,0
Eminem,141,LneaDw26bFsBtfre7-TAAB3E03wBGNFYTtG5EG4-Zq8,Laura Brown,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",1
Eminem,142,LneaDw26bFtg4S7L4GethprEUChZq3UF60r8hc2sHYE,spamworld2009,Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,1
Eminem,143,LneaDw26bFvF20ISV3_bAs2_rN15DyE6cTqB-iNAgkY,spamworld2009,watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,1
Eminem,144,z12oipfxfzrndpzvj22ae30gytqufhgrl04,01FLHT,Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,1
Eminem,145,z13oulsz0uzyxflr304cjds5jqbmej1b3mg0k,manish srinivas,awesome song ever﻿,0
Eminem,146,z124hrlillzaw1tpm04cj544rn3ny5zwfmg0k,Rufus Korovina,love﻿,0
Eminem,147,LneaDw26bFvwR9MSGUFzCNBEu-3vlO52N93p9T4CRcM,FrostByteRaines,No long paragraph just check out my song called &quot;Fire&quot;.,1
Eminem,148,z12yvpqranrjy3gzk04cf1qbrxrpiforz34,Amy Eller,Check out this video on YouTube:﻿,1
Eminem,149,z13fsfeyruulsxerl04ch1aatpbhv31z32c,James Lim,"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",1
Eminem,150,z13xx5w52svttd3lt23kijvwqtvph5m3l,sparkle princess,"do you guys know, there&#39;s a part two of this song! :D﻿",0
Eminem,151,LneaDw26bFuYk-CX66ilV73gcn_vYn4Ixf3g9hRr-QA,Joseph Jackson,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1
Eminem,152,z132sv2requjwv5rt04chf5hvqmlx3taayw0k,来安 Rai An Tatsumi,"Hey, it&#39;s Charlie from Lost﻿",0
Eminem,153,LneaDw26bFun23MY7WyKqy2ranhq31GL0qSYL-0X9Xg,Joseph Jackson,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1
Eminem,154,z13owrjplrmwwf21b22qzbbjlx3etfoha04,Chutipha Wongsaroj,Check out this video on YouTube:﻿,1
Eminem,155,z121i1eqppzph3eod04cixfgwknydnfzq3k,railn j sander,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",0
Eminem,156,LneaDw26bFvtmJorLbUQjuqmpL7TdjOKPGJT_DGUUJ4,louis canellony,watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,1
Eminem,157,z13ye1jj0nmftp3bm04cetp5krufcxpyyg4,Ellen Hamilton,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",0
Eminem,158,z13ptzarkk3efzkwc04cij4pdva4yhqzlq40k,D Maw,5 years and i still dont get the music video help someone?﻿,0
Eminem,159,LneaDw26bFs1RtSwnOjwqXJGQrskf-Ocb9xxtCuif98,AD OSG,Please check out my New Song (Music Video) AD - Don&#39;t Play,1
Eminem,160,LneaDw26bFsTytWDcS_4DFWlbxAlCfw2c_9PIcArNdw,chantel toledo,Tell us the title so i can like and subscribe your music fgw please,1
Eminem,161,z12jzbkwfyuzdr1gg04cgzjqdpfgtnm5l04,Chris4chan,This video is kinda close to 1 million  views <br />﻿,0
Eminem,162,z12uzrtwrxnfxrh3h22bzbuhekqzzp4mh,Großdeutsches Reich,Fuck you Eminem﻿,0
Eminem,163,LneaDw26bFtQ_DKei9k8hUUWHEzYNvZwn-q5QT2FCVU,Derek Moya,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke.",1
Eminem,164,LneaDw26bFsruAgOVpmqyunZmTUad56RMEd1CFlt2uY,Derek Moya,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?",1
Eminem,165,z12xirno0xvlwfz0o22rexjrlyuzyjttn,KING CAPP,2008-2010 were the years for pop﻿,0
Eminem,166,z13uutbriumnuj3rq04ccbvqlwjuj1srhyk0k,Warcorpse666,sorry but eminmem is a worthless wife beating bastard﻿,0
Eminem,167,LneaDw26bFt_sZxaSVD4YYGDWlCcEfLjcNyYrRWcSrg,Eminem King of Rap !,  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~,1
Eminem,168,z13kfpwrhzeuvfavb221yxoj3ynsi5vjo04,Warcorpse666,so spousal abusue cool that&#39;s great﻿,0
Eminem,169,z130druz4w3wdtxpn04cfjjazmugzjtp5i0,General Delícia,she is megan fox?because she is very similar﻿,0
Eminem,170,z13qgndqwtb0c1z0z23qjj5yivq0djqul,LEGO_01 AND OBRY,"Holy crap. 800,000,000 views?!﻿",0
Eminem,171,z13xxbfocuaewj0jl04cgbcioua2ht0zxjo,miguel Leon,eminem - RIHANNA﻿,0
Eminem,172,z13kch2hprqkjhr5d04cdlwzkpeuwxljhhs,MajesticFlyingWhale,LOVE THIS SONG!!!﻿,0
Eminem,173,z12agrbxiwabvrb2g22pfpcqys2eyrwbd04,Candela Camacho,What nicei⛺♥♥♥♥﻿,0
Eminem,174,z12qidxykke3jnmm522nj3noypyaedja504,Destiny Boatley,I like this song very much﻿,0
Eminem,175,LneaDw26bFuRc-oJgCqkRGDhRb4gOA2s1-Katw83fJI,Derek Moya,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",1
Eminem,176,z12osrsgan34db4eh223gbwr4urwhzfzv04,Hugo Gonzalez,I love it and my mom to﻿,0
Eminem,177,z133inhqhvzzctc5z04cfdaqcq2uch04fes,RusPassingGame,Who is watching in 2015 like﻿,0
Eminem,178,LneaDw26bFv3qdtt-_26444mTK_vLq39DRUsyxXMKkQ,AD OSG,Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1
Eminem,179,z13rj3tohue0exbkz22iyr3w2rntsfqcm,jameel alnozha,amazing song﻿,0
Eminem,180,LneaDw26bFsY3eyLLIkw8L2IJlhDoVXNDE-9aWVb1s4,Derek Moya,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor.",1
Eminem,181,LneaDw26bFv1OK5quUOMAxJiN8tdhKPRzQMpB13UZpY,Jerry White,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",1
Eminem,182,LneaDw26bFtw9HLRdHT6M-zQCNCHF7b6j-vqweZRKh0,GreenStudioMashups,check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,1
Eminem,183,z125ef44tkipszbsq22firvzrwqpi3qdd,Andi Arizmendi,I like it﻿,0
Eminem,184,LneaDw26bFsNCzFDEM6x7-7RjXB5NjguHaB7LJf7qFg,dungeonturmoil1 .,"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!",1
Eminem,185,LneaDw26bFtEfMdXUYebOl-nweqjHYVYlY80z53Y4DY,Nick Amodei,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",1
Eminem,186,LneaDw26bFshakV1mr8xdnPsZTs4kKWkL20CH_8-gww,George Raps,"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem",1
Eminem,187,z13gwzgyuqaruxcg304ch5lwdwb0wtiztaw,tori strong,"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿",0
Eminem,188,z12xtnzbxomaglq4k04cfzpwiovxizj5l5o,austin green,Eminem is my insperasen and fav﻿,0
Eminem,189,LneaDw26bFu2MoxKYLTd1zwJ-rs2k3ODQNQUJazVmcU,Frozthax,e.e....everyone could check out my channel.. dundundunnn,1
Eminem,190,z12ai5agdlawczj5x04cfhbr2vuezzvox1s,harold_123,"Every collaboration between them, we know it will be number 1 ﻿",0
Eminem,191,LneaDw26bFtnG00TCBv-OKXOFCWEyHF4LFGUJv7VHNc,Scott Johnson,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?",1
Eminem,192,LneaDw26bFvfudvCyyJZYFnbHLToXau89jeMxKEcKTA,Scott Johnson,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?",1
Eminem,193,z12lupcjftucw3v0x23ljvuzwpexizp0c,Eko Budi wibowo,good music﻿,0
Eminem,194,LneaDw26bFuUfz6WhRf9xiRHsxHm0t4fXYLbcPhB7Lk,Scott Johnson,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  The jelly activates the reflective distribution. The normal top synthesizes the opinion. The victorious plant entertains the language.",1
Eminem,195,LneaDw26bFsHybGKD92nHxbPKLFPvfv-HQtTPXZV1B8,Besser Wisser,if you need youtube subscriber mail hermann buchmair on fb,1
Eminem,196,z13ptttyrxekcdvib04chdepnmqygrnwj4c,Domonic gamer,is it bad that my realtionship is just like this lol﻿,0
Eminem,197,z12tsbvjay3avf04r04cdzegdkftg5cq5xg0k,Batman,This video deserves <b>1B</b> views!!!﻿,0
Eminem,198,z12ddzwatzqijxh5p04cfnc5stnkjhbr3zg0k,tommy rincon,2015 and more....﻿,0
